,Cuisine,BusinessId,Name,Address,Coordinates,URL,NumberOfReviews,Rating,ZipCode
0,italian,hdiuRS9sVZSMReZm4oV5SA,Da Andrea,"['35 W 13th St', 'New York, NY 10011']","{'latitude': 40.736218, 'longitude': -73.99597}",https://www.yelp.com/biz/da-andrea-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1601,4.5,10011
1,italian,16ZnHpuaaBt92XWeJHCC5A,Olio e Più,"['3 Greenwich Ave', 'New York, NY 10014']","{'latitude': 40.733798036104304, 'longitude': -73.99977392649927}",https://www.yelp.com/biz/olio-e-pi%C3%B9-new-york-7?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,3696,4.5,10014
2,italian,DoSU8IPq-Py_YV3kYmXPfQ,Trattoria Trecolori,"['254 West 47th St', 'New York, NY 10036']","{'latitude': 40.759876, 'longitude': -73.986767}",https://www.yelp.com/biz/trattoria-trecolori-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,2558,4.0,10036
3,italian,WG639VkTjmK5dzydd1BBJA,Rubirosa,"['235 Mulberry St', 'New York, NY 10012']","{'latitude': 40.722766, 'longitude': -73.996233}",https://www.yelp.com/biz/rubirosa-new-york-2?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,2791,4.5,10012
4,italian,VmdyRRMtUXOWV7F7w0ImwQ,Piccola Cucina Uptown,"['106 E 60th St', 'New York, NY 10022']","{'latitude': 40.763174, 'longitude': -73.969046}",https://www.yelp.com/biz/piccola-cucina-uptown-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,235,4.5,10022
5,italian,rp8S7scxOkVVeG7dNneMGQ,L'Artusi,"['228 W 10th St', 'New York, NY 10014']","{'latitude': 40.73372, 'longitude': -74.00513}",https://www.yelp.com/biz/l-artusi-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,2153,4.5,10014
6,italian,22nKUyCIbpnzR6R3_g1ptQ,Carmine's Italian Restaurant - Times Square,"['200 W 44th St', 'New York, NY 10036']","{'latitude': 40.75749848725768, 'longitude': -73.98665333142026}",https://www.yelp.com/biz/carmines-italian-restaurant-times-square-new-york-5?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,4252,4.0,10036
7,italian,JLpEKUYAtzBRQwsUL3RPIA,Il Corso,"['54 W 55th St', 'New York, NY 10019']","{'latitude': 40.762441, 'longitude': -73.977206}",https://www.yelp.com/biz/il-corso-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,405,4.5,10019
8,italian,OAqsZMbjv66nOMqlimnYuQ,Uva,"['1486 2nd Ave', 'New York, NY 10075']","{'latitude': 40.77219299003591, 'longitude': -73.95561517222123}",https://www.yelp.com/biz/uva-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,2632,4.0,10075
9,italian,OWNmOq-TAsHjGcYdCVclSw,Osteria La Baia,"['129 W 52nd St', 'New York, NY 10019']","{'latitude': 40.76189587672743, 'longitude': -73.9806749}",https://www.yelp.com/biz/osteria-la-baia-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,43,4.5,10019
10,italian,V3USzFEGhuoXez4G2Rk11A,Tavola,"['488 9th Ave', 'New York, NY 10018']","{'latitude': 40.755403, 'longitude': -73.994516}",https://www.yelp.com/biz/tavola-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1176,4.0,10018
11,italian,5TX0X8w5ssIACU_pnBEq6g,Tony's Di Napoli,"['147 W 43rd St', 'New York, NY 10036']","{'latitude': 40.75641, 'longitude': -73.98547}",https://www.yelp.com/biz/tonys-di-napoli-new-york-4?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,2391,4.0,10036
12,italian,raqwXUBlnc0e8c7CYmxEJQ,Scarpetta,"['88 Madison Ave', 'New York, NY 10016']","{'latitude': 40.744509, 'longitude': -73.9856}",https://www.yelp.com/biz/scarpetta-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,2165,4.0,10016
13,italian,HiNUBUR1hFwScd_OvVLQAg,La Pecora Bianca,"['1133 Broadway', 'New York, NY 10010']","{'latitude': 40.74358, 'longitude': -73.9892}",https://www.yelp.com/biz/la-pecora-bianca-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,926,4.0,10010
14,italian,OCTiJwvjoK81WoDwsTkFvA,Paesano of Mulberry Street,"['136 Mulberry St', 'New York, NY 10013']","{'latitude': 40.718554, 'longitude': -73.997447}",https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1255,4.0,10013
15,italian,vjubSxmdG_HoBBgd39geBw,Nino's 46,"['39 W 46th St', 'New York, NY 10036']","{'latitude': 40.7569046125342, 'longitude': -73.980516}",https://www.yelp.com/biz/ninos-46-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1303,4.0,10036
16,italian,qBGKigOGn_flCx1apxPzlA,Piccola Cucina Osteria,"['196 Spring St', 'New York City, NY 10012']","{'latitude': 40.72506, 'longitude': -74.00322}",https://www.yelp.com/biz/piccola-cucina-osteria-new-york-city?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,702,4.5,10012
17,italian,LXdblKc5g1Dp17xiV-Am1w,Trattoria Dell'Arte,"['900 7th Ave', 'New York, NY 10019']","{'latitude': 40.76545990643915, 'longitude': -73.98053136970677}",https://www.yelp.com/biz/trattoria-dellarte-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1122,4.0,10019
18,italian,lwfCl81r5a0mjxDNxNGC9w,Il Buco,"['47 Bond St', 'New York, NY 10012']","{'latitude': 40.72583, 'longitude': -73.99299}",https://www.yelp.com/biz/il-buco-new-york-2?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,764,4.0,10012
19,italian,AUifp6IDKzmorCM6vY2fug,Pepe Giallo,"['195 10th Ave', 'New York, NY 10011']","{'latitude': 40.7468940064083, 'longitude': -74.0049896784992}",https://www.yelp.com/biz/pepe-giallo-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,736,4.0,10011
20,italian,h37t9rA06Sr4EetJjKrfzw,Don Angie,"['103 Greenwich Ave', 'New York, NY 10014']","{'latitude': 40.73778, 'longitude': -74.00197}",https://www.yelp.com/biz/don-angie-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,599,4.5,10014
21,italian,MOwB9YYd-Ko6nVgSB-ltQw,Briciola,"['370 W 51st St', 'New York, NY 10019']","{'latitude': 40.7637997047278, 'longitude': -73.9880919456482}",https://www.yelp.com/biz/briciola-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,961,4.0,10019
22,italian,Vs8kQ4R381y27AH018gLpg,Supper,"['156 E 2nd St', 'New York, NY 10009']","{'latitude': 40.72290786539601, 'longitude': -73.98520720537888}",https://www.yelp.com/biz/supper-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1438,4.0,10009
23,italian,Ve6GVzzJpR5QIIPdcn6ViQ,Mercato,"['352 W 39th St', 'New York, NY 10018']","{'latitude': 40.75619, 'longitude': -73.9937}",https://www.yelp.com/biz/mercato-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1012,4.0,10018
24,italian,mTWlEiCUEBlxBAkIikkB1A,Carmine's Italian Restaurant - Upper West Side,"['2450 Broadway', 'New York, NY 10024']","{'latitude': 40.791077, 'longitude': -73.973763}",https://www.yelp.com/biz/carmines-italian-restaurant-upper-west-side-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1639,4.0,10024
25,italian,LkV96_buOU_n0br4SBO57w,Ci Siamo,"['440 West 33rd St', 'Ste 100', 'New York, NY 10001']","{'latitude': 40.75240549384363, 'longitude': -73.9982864846782}",https://www.yelp.com/biz/ci-siamo-new-york-5?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,176,4.5,10001
26,italian,8oO6j7AlnAbMSJs9Oj9GIw,Osteria Delbianco,"['22 East 49th St', 'New York, NY 10017']","{'latitude': 40.7573689002, 'longitude': -73.9764462233}",https://www.yelp.com/biz/osteria-delbianco-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,146,4.5,10017
27,italian,pk89jzL1RsE9U0thf_z6tw,Locanda Verde,"['377 Greenwich St', 'New York, NY 10013']","{'latitude': 40.7198601300801, 'longitude': -74.010039072422}",https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1788,4.0,10013
28,italian,dc3hkLkAqCSxDWQzrx-g9A,Quality Italian,"['57 W 57th St', 'New York, NY 10019']","{'latitude': 40.7644044527436, 'longitude': -73.9767805051616}",https://www.yelp.com/biz/quality-italian-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1275,4.0,10019
29,italian,k5fd-RSdG4IuXnnGSQ5oOw,San Marzano Pasta Fresca,"['117 Second Ave', 'New York, NY 10003']","{'latitude': 40.727966, 'longitude': -73.988382}",https://www.yelp.com/biz/san-marzano-pasta-fresca-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1436,4.0,10003
30,italian,Rc1Ay4C2BgLBouuM92SAtQ,Ferdi,"['15 7th Ave S', 'New York, NY 10014']","{'latitude': 40.72995, 'longitude': -74.00449}",https://www.yelp.com/biz/ferdi-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,12,5.0,10014
31,italian,z7H9ApIGopnDnQaglnPTzg,Allora Ristorante,"['145 E 47th St', 'New York, NY 10017']","{'latitude': 40.75433, 'longitude': -73.97277}",https://www.yelp.com/biz/allora-ristorante-new-york-2?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,718,4.5,10017
32,italian,KCBfW6sWl9Gx-LvMff08jg,Osteria Morini,"['218 Lafayette St', 'New York, NY 10012']","{'latitude': 40.7219179851303, 'longitude': -73.9976472073402}",https://www.yelp.com/biz/osteria-morini-new-york-3?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1261,4.0,10012
33,italian,Q1_UvNyONsaVS_VC1mD9Dw,Osteria Cotta,"['513 Columbus Ave', 'New York, NY 10024']","{'latitude': 40.78554, 'longitude': -73.97263}",https://www.yelp.com/biz/osteria-cotta-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1019,4.0,10024
34,italian,jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,"['51 Grove St', 'New York, NY 10014']","{'latitude': 40.733148231901204, 'longitude': -74.00366777251583}",https://www.yelp.com/biz/via-carota-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,790,4.0,10014
35,italian,MphfKkYFEe0BDQ6hZ0A5fA,Gelso & Grand,"['186 Grand St', 'New York, NY 10013']","{'latitude': 40.71958, 'longitude': -73.99734}",https://www.yelp.com/biz/gelso-and-grand-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1289,4.5,10013
36,italian,Sp-vnk-waTvKblG_88M4TA,Trapizzino,"['144 Orchard St', 'New York, NY 10002']","{'latitude': 40.72043, 'longitude': -73.98894}",https://www.yelp.com/biz/trapizzino-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,277,4.5,10002
37,italian,hSpZSqElyjHTfE4lQJ97Cg,Mareluna,"['137 Sullivan St', 'New York, NY 10012']","{'latitude': 40.72686027756351, 'longitude': -74.00191202883569}",https://www.yelp.com/biz/mareluna-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,43,5.0,10012
38,italian,IAbOg5Kd5AynOcbI8vGTwQ,Aperitivo,"['14 E 60th St', 'New York, NY 10022']","{'latitude': 40.76431314475945, 'longitude': -73.9717568}",https://www.yelp.com/biz/aperitivo-new-york-2?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,47,4.5,10022
39,italian,TqNd-LKHuoYo1_mYwqiBFQ,Nonna Dora’s,"['606 2nd Ave', 'New York, NY 10016']","{'latitude': 40.74440176159688, 'longitude': -73.97634764480043}",https://www.yelp.com/biz/nonna-dora-s-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,44,4.5,10016
40,italian,yB4ziqFM_7V8JxJas7CHfA,Ulivo,"['4 W 28th St', 'New York, NY 10001']","{'latitude': 40.7447371960713, 'longitude': -73.9880339428782}",https://www.yelp.com/biz/ulivo-new-york-2?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,355,4.0,10001
41,italian,7_hGsGEkHrjgAiYVjrCFnw,Carbone,"['181 Thompson St', 'New York, NY 10012']","{'latitude': 40.728, 'longitude': -74.0001497}",https://www.yelp.com/biz/carbone-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1476,4.0,10012
42,italian,Zp-K3ztVTzR-LrWwl_CBgA,La Pecora Bianca,"['20 W 40th St', 'New York, NY 10018']","{'latitude': 40.7525275894982, 'longitude': -73.9829860255122}",https://www.yelp.com/biz/la-pecora-bianca-new-york-6?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,130,4.0,10018
43,italian,7cjT33LfYSk7vrRdEaSr4w,Angeletto Restaurant,"['890 2nd Ave', 'New York, NY 10017']","{'latitude': 40.753188, 'longitude': -73.969365}",https://www.yelp.com/biz/angeletto-restaurant-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,281,4.5,10017
44,italian,hkooeEkd3oPsLD6JJrYpjA,Café Luce,"['235 E 53rd St', 'New York, NY 10022']","{'latitude': 40.757323, 'longitude': -73.967928}",https://www.yelp.com/biz/caf%C3%A9-luce-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,68,5.0,10022
45,italian,J0OeDwmh5JBhid0A5GvltA,Il Corallo Trattoria,"['176 Prince St', 'New York, NY 10012']","{'latitude': 40.7262073, 'longitude': -74.0018919}",https://www.yelp.com/biz/il-corallo-trattoria-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1104,4.0,10012
46,italian,HpxYBu1ARzOGvuUcLJe54g,Giardino 54,"['402 W 54th St', '400 1/2 W 54th St', 'New York, NY 10019']","{'latitude': 40.7661, 'longitude': -73.98763}",https://www.yelp.com/biz/giardino-54-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,172,4.5,10019
47,italian,SCQ9B9jxqNHvJKQ-RagxaA,SPES,"['413 E 12th St', 'New York, NY 10009']","{'latitude': 40.72979, 'longitude': -73.98274}",https://www.yelp.com/biz/spes-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,20,4.5,10009
48,italian,jDIVPYpxQAk1HUAi0NIlQw,Pazza Notte,"['1375 Avenue Of The Americas', 'New York, NY 10019']","{'latitude': 40.76348, 'longitude': -73.978091}",https://www.yelp.com/biz/pazza-notte-new-york-2?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,962,4.0,10019
49,italian,yZJbealagfujEkgesAl2hA,Lupa,"['170 Thompson St', 'New York, NY 10012']","{'latitude': 40.7276, 'longitude': -74.000045}",https://www.yelp.com/biz/lupa-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1695,4.0,10012
50,italian,TWH4MjLtN1fKlF-7n6YXHg,Lil Frankie's,"['19 1st Ave', 'New York, NY 10003']","{'latitude': 40.723625, 'longitude': -73.988555}",https://www.yelp.com/biz/lil-frankies-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1379,4.0,10003
51,italian,zwOAiVT4pAmpNGXzj-t5MA,Lilia,"['567 Union Ave', 'Brooklyn, NY 11211']","{'latitude': 40.71757, 'longitude': -73.95236}",https://www.yelp.com/biz/lilia-brooklyn?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1052,4.0,11211
52,italian,6eqrk1wCQMww_ejze5gvsg,Forsythia,"['9 Stanton St', 'New York, NY 10002']","{'latitude': 40.7225353, 'longitude': -73.992492}",https://www.yelp.com/biz/forsythia-new-york-3?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,119,4.5,10002
53,italian,V-FCEicobl5Su-R7EVJQNA,La Lanterna Di Vittorio,"['129 MacDougal St', 'New York, NY 10012']","{'latitude': 40.73069, 'longitude': -74.00015}",https://www.yelp.com/biz/la-lanterna-di-vittorio-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1607,4.0,10012
54,italian,vVVmHacu2YAxKfpIjhfd1g,Norma,"['438 3rd Ave', 'New York, NY 10016']","{'latitude': 40.743553, 'longitude': -73.980026}",https://www.yelp.com/biz/norma-new-york-5?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,562,4.5,10016
55,italian,IErfGS0DASSJfYU73m0Sqg,Malatesta Trattoria,"['649 Washington St', 'New York, NY 10014']","{'latitude': 40.73285, 'longitude': -74.00847}",https://www.yelp.com/biz/malatesta-trattoria-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1326,4.0,10014
56,italian,TzVVPWK_4dhdSEpNqZwIhQ,Toscana 49,"['143 East 49 St', 'New York, NY 10017']","{'latitude': 40.7556957079225, 'longitude': -73.9717184007168}",https://www.yelp.com/biz/toscana-49-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,311,4.0,10017
57,italian,26emJlm1YMFyOCezfgVk4g,Da Raffaele,"['883 First Ave', 'New York, NY 10022']","{'latitude': 40.7535386913133, 'longitude': -73.9666010811925}",https://www.yelp.com/biz/da-raffaele-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,209,4.5,10022
58,italian,dIyKvfhjtm3NuKrMVVt0TA,Lucciola Italian Restaurant,"['621 Amsterdam Ave', 'New York, NY 10024']","{'latitude': 40.790362, 'longitude': -73.972629}",https://www.yelp.com/biz/lucciola-italian-restaurant-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,73,4.5,10024
59,italian,wzHyRI6iW0rIY8rMb3KClA,Felice,"['240 Columbus Ave', 'New York, NY 10023']","{'latitude': 40.77697, 'longitude': -73.97933}",https://www.yelp.com/biz/felice-new-york-10?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,89,4.0,10023
60,italian,EDucGBSfQ0YIbxdHS-KnCg,Sagaponack,"['4 W 22nd St', 'New York, NY 10010']","{'latitude': 40.740937, 'longitude': -73.99081}",https://www.yelp.com/biz/sagaponack-new-york-6?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,196,5.0,10010
61,italian,15k7iqFbhf4h8L01yggLqg,Song E Napule,"['146 W Houston St', 'New York, NY 10012']","{'latitude': 40.72813, 'longitude': -74.00188}",https://www.yelp.com/biz/song-e-napule-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,639,4.5,10012
62,italian,GjEE8vvjqb7eeHA3BGNxAw,Barolo East,"['214 E 49th St', 'New York, NY 10017']","{'latitude': 40.75481, 'longitude': -73.97059}",https://www.yelp.com/biz/barolo-east-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,237,4.5,10017
63,italian,zo4JHfD2nWPUiqgsgDOaHQ,Rao's,"['455 E 114th St', 'New York, NY 10029']","{'latitude': 40.79392, 'longitude': -73.93427}",https://www.yelp.com/biz/raos-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,203,4.5,10029
64,italian,goqTQ4tOD-asC_ZJBW9l7w,Patsy's Italian Restaurant,"['236 W 56th St', 'New York, NY 10019']","{'latitude': 40.76553, 'longitude': -73.98274}",https://www.yelp.com/biz/patsys-italian-restaurant-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,1045,4.0,10019
65,italian,H5bhfR5sL0I2w1csjI1uMA,Piatto,"['1-50 50th Ave', 'Corner of Center Blvd & 50th Avenue', 'Long Island City, NY 11101']","{'latitude': 40.7435117, 'longitude': -73.9590968}",https://www.yelp.com/biz/piatto-long-island-city?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,226,4.0,11101
66,italian,gyWc5qJRvu26LVQIShdR4Q,Babbalucci,"['331 Lenox Ave', 'New York, NY 10027']","{'latitude': 40.80894, 'longitude': -73.94496}",https://www.yelp.com/biz/babbalucci-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,460,4.0,10027
67,italian,fuS39acPaRi38DhSSwEI4Q,Felice 15 Gold,"['15 Gold St', 'New York, NY 10038']","{'latitude': 40.70789, 'longitude': -74.00712}",https://www.yelp.com/biz/felice-15-gold-new-york?adjust_creative=52yWt2D7942eXXw-S7kpfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52yWt2D7942eXXw-S7kpfA,425,4.0,10038
